audio_path,session,dialog,name,start_time,end_time,discrete_emotion,V,A,D,transcription
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F027.wav,Session2,Ses02M_impro05,Ses02M_impro05_F027,230.9033,232.5628,xxx,3.0000,3.5000,2.0000,I'm sorry. I don't- I-
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F028.wav,Session2,Ses02M_impro05,Ses02M_impro05_F028,232.6200,241.2503,fru,2.5000,3.0000,4.0000,I don't believe you should sue the airline company but we do have a policy uh- in which we can reimburse you and that's all we can do and I'm sorry I've done everything I can-
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F029.wav,Session2,Ses02M_impro05,Ses02M_impro05_F029,242.5959,244.2978,fru,3.0000,3.0000,3.5000,There's other people waiting-
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_F030.wav,Session2,Ses02M_impro05,Ses02M_impro05_F030,246.1900,247.1636,xxx,3.5000,2.5000,3.0000,Fine.
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_M000.wav,Session2,Ses02M_impro05,Ses02M_impro05_M000,2.6966,3.9776,neu,3.5000,3.0000,2.5000,Hi. Um-
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_M001.wav,Session2,Ses02M_impro05,Ses02M_impro05_M001,4.9295,9.4790,neu,3.0000,2.5000,3.0000,It seems that uh- my-my bag didn't make it out on the carousel.
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_M002.wav,Session2,Ses02M_impro05,Ses02M_impro05_M002,11.4800,16.5042,neu,3.0000,3.5000,3.0000,"Yes, yes, it's gone around like you know twenty times. It's been about a half hour."
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_M003.wav,Session2,Ses02M_impro05,Ses02M_impro05_M003,27.2271,31.5242,neu,3.0000,3.5000,2.5000,Okay. So what-what do I have to get you know
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_M004.wav,Session2,Ses02M_impro05,Ses02M_impro05_M004,35.3200,38.1932,sur,2.5000,3.5000,3.5000,"For some reason, so you think it won't show up?"
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_M005.wav,Session2,Ses02M_impro05,Ses02M_impro05_M005,53.6501,56.5535,xxx,2.5000,3.5000,3.5000,What? What? How does that happen?
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_M006.wav,Session2,Ses02M_impro05,Ses02M_impro05_M006,67.2635,69.8172,fru,2.5000,3.5000,3.5000,I really - I really need that bag.
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_M007.wav,Session2,Ses02M_impro05,Ses02M_impro05_M007,71.6500,74.4400,xxx,2.5000,3.5000,3.5000,there are- I have important things in that bag. I've got
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_M008.wav,Session2,Ses02M_impro05,Ses02M_impro05_M008,74.4500,81.9200,fru,2.5000,4.0000,3.5000,"I mean -- I've been away for a while and- and now I've- I've gifts for- for you know friends and family I mean, I got stuff in the there"
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_M009.wav,Session2,Ses02M_impro05,Ses02M_impro05_M009,81.9300,83.1741,xxx,2.5000,3.5000,3.5000,It's worth a lot.
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_M010.wav,Session2,Ses02M_impro05,Ses02M_impro05_M010,94.0921,100.4500,fru,2.5000,4.0000,4.0000,"Not going to show - well isn't like - wouldn't it just be at the airport, that, like, if it didn't get on the other plane"
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_M011.wav,Session2,Ses02M_impro05,Ses02M_impro05_M011,100.4500,102.1519,fru,2.0000,4.0000,4.0000,can they check there?
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_M012.wav,Session2,Ses02M_impro05,Ses02M_impro05_M012,104.6651,105.4765,xxx,1.5000,3.0000,3.0000,on another-
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_M013.wav,Session2,Ses02M_impro05,Ses02M_impro05_M013,112.1652,119.1800,ang,2.0000,4.5000,4.0000,"But we have the tags on. I mean like it wouldn't you know, if it got stuck somewhere it's like well this is nobodies bag I mean maybe you know look on the tag and"
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_M014.wav,Session2,Ses02M_impro05,Ses02M_impro05_M014,119.1900,121.8700,fru,2.0000,3.5000,4.0000,see where it came from originally. I mean it seems like-
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_M015.wav,Session2,Ses02M_impro05,Ses02M_impro05_M015,123.6628,124.5533,xxx,2.0000,3.5000,4.0000,Theft?
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_M016.wav,Session2,Ses02M_impro05,Ses02M_impro05_M016,126.7989,133.6168,ang,2.0000,4.0000,4.0000,"Theft? Don't you know like all these people that are work - you keep like an eye on them, how can they get away with-"
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_M017.wav,Session2,Ses02M_impro05,Ses02M_impro05_M017,144.8700,148.0300,fru,1.5000,3.0000,3.5000,This is unbelievable. I've got
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_M018.wav,Session2,Ses02M_impro05,Ses02M_impro05_M018,148.0400,153.3268,ang,2.0000,4.0000,4.0000,you don't realize the stuff that I've got in that - I really need to get the suitcase okay
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_M019.wav,Session2,Ses02M_impro05,Ses02M_impro05_M019,153.3268,157.4725,fru,2.5000,4.0000,4.0000,"so if it's back there or something, if there is something you can do"
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_M020.wav,Session2,Ses02M_impro05,Ses02M_impro05_M020,157.5352,161.3054,fru,2.0000,4.0000,4.0000,"I need you to tell me because I really need to get the bag, okay?"
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_M021.wav,Session2,Ses02M_impro05,Ses02M_impro05_M021,165.1608,167.6344,fru,3.0000,4.0000,4.0000,You've already checked? Can you check again? [garbage]
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_M022.wav,Session2,Ses02M_impro05,Ses02M_impro05_M022,176.6979,180.9525,xxx,2.5000,4.5000,4.5000,Fifty- fifty dollars? Come on you have got to be joking.
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_M023.wav,Session2,Ses02M_impro05,Ses02M_impro05_M023,186.8406,196.4079,fru,2.0000,4.0000,4.0000,"Uh huh, yea, lost some of my possessions, yes, so if I lost maybe a shoe that was in the suitcase and like a carry-on"
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_M024.wav,Session2,Ses02M_impro05,Ses02M_impro05_M024,196.4177,204.0663,fru,1.5000,4.5000,5.0000,"that might be like fifty dollars okay, but this - I- [garbage] I had like thousands of dollars worth of stuff in that suitcase."
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_M025.wav,Session2,Ses02M_impro05,Ses02M_impro05_M025,207.0300,211.9163,ang,1.5000,4.0000,4.5000,The a- what? Talking about a core they can't afford it? I mean-
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_M026.wav,Session2,Ses02M_impro05,Ses02M_impro05_M026,225.3600,230.8900,ang,2.0000,4.0000,4.0000,I mean you're not helping me here. What do I have to do here? Do I need to sue the airline company is that what I should do
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_M027.wav,Session2,Ses02M_impro05,Ses02M_impro05_M027,230.9000,233.3100,fru,2.0000,3.5000,3.5000,because this is ridiculous?
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro05/Ses02M_impro05_M028.wav,Session2,Ses02M_impro05,Ses02M_impro05_M028,241.0860,245.8809,fru,2.0000,4.0000,4.5000,All right. I'm sick- I'm sick of this all right. I'm sick of you and keep your fifty dollar.
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_F000.wav,Session2,Ses02M_impro06,Ses02M_impro06_F000,5.1150,8.0522,xxx,2.5000,2.0000,2.5000,What's going on?
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_F001.wav,Session2,Ses02M_impro06,Ses02M_impro06_F001,13.4307,18.4542,sur,1.5000,2.5000,4.0000,"Oh my God. Oh my God, I'm so sorry."
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_F002.wav,Session2,Ses02M_impro06,Ses02M_impro06_F002,36.8400,40.9300,sad,1.5000,1.5000,2.5000,"It doesn't make any easier, yes."
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_F003.wav,Session2,Ses02M_impro06,Ses02M_impro06_F003,49.8500,53.6810,sad,1.5000,2.0000,3.5000,"Oh, man. I'm so sorry."
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_F004.wav,Session2,Ses02M_impro06,Ses02M_impro06_F004,69.6811,74.4200,sad,2.0000,2.5000,3.5000,"It's going to be so rough, I'm sorry."
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_F005.wav,Session2,Ses02M_impro06,Ses02M_impro06_F005,98.4900,100.0300,sad,2.0000,2.0000,3.0000,Yeah.
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_F006.wav,Session2,Ses02M_impro06,Ses02M_impro06_F006,107.9600,110.1500,sad,2.5000,1.5000,2.5000,Totally.
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_F007.wav,Session2,Ses02M_impro06,Ses02M_impro06_F007,117.4822,118.2464,sad,2.5000,1.0000,2.0000,Yeah
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_F008.wav,Session2,Ses02M_impro06,Ses02M_impro06_F008,135.4980,140.6869,sad,2.0000,2.5000,3.0000,"Yes. Well, at least you have a lot of good memories."
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_F009.wav,Session2,Ses02M_impro06,Ses02M_impro06_F009,145.7747,148.7923,sad,2.5000,2.5000,3.0000,"She really cared about you, you know."
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_F010.wav,Session2,Ses02M_impro06,Ses02M_impro06_F010,156.5503,158.1019,sad,3.5000,2.0000,3.0000,And she was
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_F011.wav,Session2,Ses02M_impro06,Ses02M_impro06_F011,166.6705,168.5463,sad,2.5000,1.5000,2.5000,Yeah.
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_F012.wav,Session2,Ses02M_impro06,Ses02M_impro06_F012,173.6388,178.3072,sad,3.0000,2.0000,3.5000,Even if you still do she'll- she'll be there.
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_F013.wav,Session2,Ses02M_impro06,Ses02M_impro06_F013,186.3551,188.9257,sad,2.5000,2.0000,3.0000,Are you going to be okay?
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_F014.wav,Session2,Ses02M_impro06,Ses02M_impro06_F014,220.4210,223.2463,sad,2.0000,1.5000,2.5000,"It's going to be okay, I promise."
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_F015.wav,Session2,Ses02M_impro06,Ses02M_impro06_F015,233.1349,235.1265,sad,2.5000,1.5000,2.5000,Sure
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_F016.wav,Session2,Ses02M_impro06,Ses02M_impro06_F016,236.4697,238.2529,sad,2.5000,1.5000,2.5000,you shouldn't be alone
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_F017.wav,Session2,Ses02M_impro06,Ses02M_impro06_F017,243.9962,246.0341,sad,2.5000,2.0000,2.5000,Yes.
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_F018.wav,Session2,Ses02M_impro06,Ses02M_impro06_F018,252.1016,254.1164,sad,2.5000,2.0000,3.0000,Yes.
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_M000.wav,Session2,Ses02M_impro06,Ses02M_impro06_M000,11.5200,13.4781,sad,2.0000,1.5000,2.5000,Kathy died last night.
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_M001.wav,Session2,Ses02M_impro06,Ses02M_impro06_M001,18.6500,23.1000,sad,1.5000,2.5000,2.5000,"yeah, I mean, you know, it was a -"
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_M002.wav,Session2,Ses02M_impro06,Ses02M_impro06_M002,24.0800,39.1144,sad,1.5000,2.5000,3.5000,"I guess we saw it coming and she lasted a lot - a lot longer than, uh, they expected but you know, I mean when it actually happens it's just a lot harder."
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_M003.wav,Session2,Ses02M_impro06,Ses02M_impro06_M003,41.1400,49.1100,sad,1.5000,2.0000,3.5000,"I mean at least she was home, she wasn't in the hospital anymore,"
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_M004.wav,Session2,Ses02M_impro06,Ses02M_impro06_M004,51.6000,68.5200,sad,1.5000,1.5000,4.0000,"She was with- yeah  She was with Gary, and he said that she was just sitting there and went to sleep, closed her eyes, and that was it."
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_M005.wav,Session2,Ses02M_impro06,Ses02M_impro06_M005,75.8700,85.2200,sad,1.5000,2.5000,3.5000,"Yes. I mean, it's not as rough on me as it is on him but"
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_M006.wav,Session2,Ses02M_impro06,Ses02M_impro06_M006,85.8500,98.7934,sad,1.5000,2.0000,3.5000,"God, it's you know, we've spent so much time with them it's just really surreal, really weird that we're not going to be able to see her anymore and go"
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_M007.wav,Session2,Ses02M_impro06,Ses02M_impro06_M007,99.8200,106.3000,sad,2.0000,2.0000,3.5000,"out to- out to dinner you know and do the troops to California, I mean."
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_M008.wav,Session2,Ses02M_impro06,Ses02M_impro06_M008,110.6000,117.5764,sad,1.5000,2.5000,3.5000,"It's just that- I don't know, it's sort it's sort- of a weird thing you know"
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_M009.wav,Session2,Ses02M_impro06,Ses02M_impro06_M009,118.1717,135.9394,sad,2.0000,3.0000,4.0000,"not being able to see anyone again, who knows where they really went, you know. I mean, I guess we can just hope that wherever they are now if it's anywhere that it's better I mean."
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_M010.wav,Session2,Ses02M_impro06,Ses02M_impro06_M010,141.8896,145.6285,sad,2.5000,2.0000,2.5000,She was [garbage]
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_M011.wav,Session2,Ses02M_impro06,Ses02M_impro06_M011,148.7303,156.1400,sad,2.5000,2.0000,3.5000,"Yes, I mean she cared about all of us. She was great"
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_M012.wav,Session2,Ses02M_impro06,Ses02M_impro06_M012,156.1700,159.0500,sad,3.0000,2.0000,3.5000,so loving everybody you know.
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_M013.wav,Session2,Ses02M_impro06,Ses02M_impro06_M013,159.1100,165.0540,sad,2.0000,1.5000,3.0000,"Gosh, I just hate I just hate to see her go."
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_M014.wav,Session2,Ses02M_impro06,Ses02M_impro06_M014,168.1400,172.8868,sad,3.0000,2.5000,3.0000,We were all going take a trip to Europe you know.
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_M015.wav,Session2,Ses02M_impro06,Ses02M_impro06_M015,179.1531,186.6204,sad,2.0000,1.5000,3.0000,Yes.  [BREATHING] God.
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_M016.wav,Session2,Ses02M_impro06,Ses02M_impro06_M016,187.1193,199.2080,sad,1.0000,3.5000,4.5000,"I just -- I just don't get it, like there is just nothing you can do about it you know, it's like just out of your control and it"
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_M017.wav,Session2,Ses02M_impro06,Ses02M_impro06_M017,199.2311,214.1921,sad,1.5000,3.0000,4.5000,"just makes it that much harder to deal 'cause as much as you want to, you know, make her better, see her not in any pain, it's like, just I don't know, just has a mind of its own."
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_M018.wav,Session2,Ses02M_impro06,Ses02M_impro06_M018,215.2678,217.8787,sad,1.5000,2.5000,3.5000,Then she's gone.
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_M019.wav,Session2,Ses02M_impro06,Ses02M_impro06_M019,223.9257,233.6212,sad,2.0000,2.0000,4.0000,"Well, you know I appreciate you coming over and talking to me, I mean it definitely helps"
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_M020.wav,Session2,Ses02M_impro06,Ses02M_impro06_M020,234.8486,236.6781,sad,2.5000,2.5000,2.5000,to talk to somebody but
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_M021.wav,Session2,Ses02M_impro06,Ses02M_impro06_M021,238.2546,243.8107,sad,2.0000,2.0000,3.0000,"It's just going to take a while, I think."
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_M022.wav,Session2,Ses02M_impro06,Ses02M_impro06_M022,246.2650,248.3433,sad,2.5000,3.0000,3.0000,Ah.
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro06/Ses02M_impro06_M023.wav,Session2,Ses02M_impro06,Ses02M_impro06_M023,249.1373,252.0553,sad,2.5000,2.5000,2.5000,Thank you.
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F000.wav,Session2,Ses02M_impro07,Ses02M_impro07_F000,8.4007,10.5030,exc,3.5000,3.5000,3.0000,"Oh, yeah? Have you gotten letters yet?"
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F001.wav,Session2,Ses02M_impro07,Ses02M_impro07_F001,13.6194,17.8381,exc,4.0000,3.0000,2.5000,"Um, I don't know, where?"
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F002.wav,Session2,Ses02M_impro07,Ses02M_impro07_F002,18.7267,22.6857,sur,5.0000,4.5000,4.0000,"Oh, U.S.C.? Oh my Gosh, that's awesome, that was your top choice, right?"
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F003.wav,Session2,Ses02M_impro07,Ses02M_impro07_F003,22.7069,25.1307,exc,4.5000,4.0000,3.5000,"Oh my Gosh, that's so cool."
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F004.wav,Session2,Ses02M_impro07,Ses02M_impro07_F004,31.0413,33.0824,exc,4.5000,4.5000,4.0000,"[LAUGHTER] It's gotta be it, like-"
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F005.wav,Session2,Ses02M_impro07,Ses02M_impro07_F005,34.8528,36.7393,exc,4.5000,4.0000,3.5000,"Oh my Gosh, that's so cool."
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F006.wav,Session2,Ses02M_impro07,Ses02M_impro07_F006,39.6095,41.8900,exc,5.0000,4.5000,4.0000,big packet is gotta be the real thing. yeah
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F007.wav,Session2,Ses02M_impro07,Ses02M_impro07_F007,43.1601,50.6653,exc,4.0000,3.5000,4.0000,"Oh my Gosh. I thought there was like, maybe going to be some, like I don't know if you are going to get in or not, so I'm really glad that you did."
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F008.wav,Session2,Ses02M_impro07,Ses02M_impro07_F008,50.6866,52.3900,exc,4.0000,3.0000,3.0000,That's so cool.
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F009.wav,Session2,Ses02M_impro07,Ses02M_impro07_F009,57.9792,59.3824,exc,3.0000,3.5000,3.0000,"Yeah, totally."
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F010.wav,Session2,Ses02M_impro07,Ses02M_impro07_F010,60.2966,64.0030,exc,4.5000,4.0000,4.0000,So you're going to be right here in Los Angeles; that is so cool.
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F011.wav,Session2,Ses02M_impro07,Ses02M_impro07_F011,69.3500,70.9600,exc,4.0000,3.0000,3.0000,So can we hang out?
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F012.wav,Session2,Ses02M_impro07,Ses02M_impro07_F012,72.3600,73.6300,exc,4.5000,3.5000,3.0000,Yay.
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F013.wav,Session2,Ses02M_impro07,Ses02M_impro07_F013,75.3283,77.7400,exc,4.5000,4.5000,3.5000,"Oh, yay. Thank you. [LAUGHTER]."
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F014.wav,Session2,Ses02M_impro07,Ses02M_impro07_F014,77.7500,81.2389,hap,4.0000,4.5000,3.5000,No but that's an awesome school. That's so cool.
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F015.wav,Session2,Ses02M_impro07,Ses02M_impro07_F015,85.2147,86.8093,hap,3.5000,2.5000,3.0000,"Oh, totally totally."
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F016.wav,Session2,Ses02M_impro07,Ses02M_impro07_F016,87.1070,89.1500,hap,3.5000,3.0000,3.0000,you get to like be a part of that.
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F017.wav,Session2,Ses02M_impro07,Ses02M_impro07_F017,89.1600,93.4853,hap,3.5000,3.0000,3.5000,"Like you get to be a part of that. Like the, like the- Like a cult."
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F018.wav,Session2,Ses02M_impro07,Ses02M_impro07_F018,93.4953,101.5200,hap,4.5000,4.5000,4.0000,"[LAUGHTER] like a- like a- [LAUGHTER] No, but I mean like everywhere you go people know who you are."
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F019.wav,Session2,Ses02M_impro07,Ses02M_impro07_F019,105.0100,107.0074,hap,3.5000,2.5000,3.5000,So you know what you are going to do there?
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F020.wav,Session2,Ses02M_impro07,Ses02M_impro07_F020,114.2300,117.6000,hap,4.0000,3.0000,3.0000,"Okay. They have a lot of good schools, right?"
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F021.wav,Session2,Ses02M_impro07,Ses02M_impro07_F021,132.2869,133.9240,hap,3.5000,2.5000,3.0000,"Yes, it's intimate."
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F022.wav,Session2,Ses02M_impro07,Ses02M_impro07_F022,136.7900,139.0600,exc,4.5000,4.5000,3.5000,I know. It's so cool.
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F023.wav,Session2,Ses02M_impro07,Ses02M_impro07_F023,139.2800,143.2800,exc,3.5000,3.5000,3.0000,"Fair for you, Wow, oh my Gosh."
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F024.wav,Session2,Ses02M_impro07,Ses02M_impro07_F024,148.7900,150.8500,hap,4.0000,3.5000,3.0000,I will do the best I can.
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F025.wav,Session2,Ses02M_impro07,Ses02M_impro07_F025,153.3231,159.1397,exc,4.0000,3.5000,3.5000,"Well, there are all kinds of awesome secrets so you'll really enjoy it. It's really great. I'm so glad."
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F026.wav,Session2,Ses02M_impro07,Ses02M_impro07_F026,160.0500,161.5400,exc,4.0000,3.0000,3.5000,Yay
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F027.wav,Session2,Ses02M_impro07,Ses02M_impro07_F027,164.0912,166.0000,exc,3.5000,2.5000,3.5000,"Okay. Yes, totally come visit"
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F028.wav,Session2,Ses02M_impro07,Ses02M_impro07_F028,166.0100,170.8121,hap,4.0000,3.0000,3.5000,"and we'll explore and you going to have such a good time, you're going to fit in so well, it's going to be awesome"
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_F029.wav,Session2,Ses02M_impro07,Ses02M_impro07_F029,171.3800,175.7900,hap,4.0000,3.0000,3.0000,So Congratulations. That's awesome.
/tmp/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro07/Ses02M_impro07_M000.wav,Session2,Ses02M_impro07,Ses02M_impro07_M000,3.3437,8.7809,xxx,4.0000,4.0000,3.5000,"[BREATHING] So, you know I've been hearing back from some colleges."
